2018-01-01 22
2018-01-25 1
2018-01-28 1
2018-02-10 1
2018-02-11 1
2018-02-12 1
2018-02-13 1
2018-02-15 1
2018-02-19 1
2018-02-20 1
2018-02-21 1
2018-02-22 1
2018-02-23 1
2018-02-24 1
2018-02-25 1
2018-02-26 1
2018-02-27 1
2018-02-28 1
2018-03-01 1
2018-03-02 1
2018-03-03 1
2018-03-04 1
2018-03-05 1
2018-03-06 2
2018-03-07 1
2018-03-10 1
2018-03-19 2
2018-03-20 2
2018-03-21 2
2018-03-22 2
2018-03-23 2
2018-03-24 2
2018-03-25 2
2018-03-26 2
2018-03-27 2
2018-03-28 4
2018-03-29 4
2018-03-30 4
2018-03-31 4
2018-04-01 4
2018-04-02 4
2018-04-03 4
2018-04-04 5
2018-04-05 4
2018-04-06 4
2018-04-07 4
2018-04-08 4
2018-04-09 4
2018-04-10 4
2018-04-11 4
2018-04-12 4
2018-04-13 4
2018-04-14 4
2018-04-15 4
2018-04-16 4
2018-04-17 4
2018-04-18 4
2018-04-19 4
2018-04-20 4
2018-04-21 4
2018-04-22 4
2018-04-23 4
2018-04-24 4
2018-04-25 4
2018-04-26 4
2018-04-27 4
2018-04-28 4
2018-04-29 4
2018-04-30 4
2018-05-01 4
2018-05-02 5
2018-05-03 4
2018-05-04 4
2018-05-05 4
2018-05-06 4
2018-05-07 4
2018-05-08 4
2018-05-09 4
2018-05-10 4
2018-05-11 4
2018-05-12 4
2018-05-13 4
2018-05-14 4
2018-05-15 4
2018-05-16 4
2018-05-17 4
2018-05-18 4
2018-05-19 4
2018-05-20 4
2018-05-21 4
2018-05-22 4
2018-05-23 4
2018-05-24 4
2018-05-25 4
2018-05-26 4
2018-05-27 4
2018-05-28 4
2018-05-29 4
2018-05-30 4
2018-05-31 4
2018-06-01 4
2018-06-02 4
2018-06-03 4
2018-06-04 4
2018-06-05 4
2018-06-06 4
2018-06-07 4
2018-06-08 4
2018-06-09 4
2018-06-10 4
2018-06-11 4
2018-06-12 4
2018-06-13 4
2018-06-14 4
2018-06-15 4
2018-06-16 4
2018-06-17 4
2018-06-18 4
2018-06-19 4
2018-06-20 4
2018-06-21 4
2018-06-22 4
2018-06-23 4
2018-06-24 4
2018-06-25 4
2018-06-26 4
2018-06-27 4
2018-06-28 4
2018-06-29 4
2018-06-30 2
2018-07-01 2
2018-07-02 2
2018-07-03 2
2018-07-04 2
2018-07-05 2
2018-07-06 2
2018-07-07 2
2018-07-08 2
2018-07-09 2
2018-07-10 2
2018-07-11 2
2018-07-12 2
2018-07-13 2
2018-07-14 2
2018-07-15 2
2018-07-16 2
2018-07-17 2
2018-07-18 2
2018-07-19 2
2018-07-20 2
2018-07-21 2
2018-07-22 2
2018-07-23 2
2018-07-24 2
2018-07-25 2
2018-07-26 2
2018-07-27 3
2018-07-28 2
2018-07-29 2
2018-07-30 3
2018-07-31 2
2018-08-01 2
2018-08-02 18
2018-08-03 18
2018-08-04 16
2018-08-05 17
2018-08-06 20
2018-08-07 18
2018-08-08 18
2018-08-09 17
2018-08-10 17
2018-08-11 17
2018-08-12 18
2018-08-13 19
